Institutions,Discipline,Cluster
CNRS - NATIONAL INSTITUTE FOR MATHEMATICAL SCIENCES (INSMI),merged_all,1
CLIN CORONEL SUAREZ,merged_all,1
SMITH CTR HEALING & ARTS,merged_all,1
CHILDREN'S MEDICAL RESEARCH INSTITUTE - AUSTRALIA,merged_all,1
KLIN SEE,merged_all,1
DHAKA MEDICAL COLLEGE,merged_all,1
SAPPORO KOSEI GENERAL HOSPITAL,merged_all,1
UNIVERSITY OF ZADAR,merged_all,1
SALT LAKE CTY HLTH DEPT,merged_all,1
SHANGHAI GEN HOSP,merged_all,1
DUZCE UNIVERSITY,merged_all,1
BENSON IDAHOSA UNIV,merged_all,1
UNIVERSITY OF ASIA PACIFIC (UAP),merged_all,1
UNIVERSIDADE FORTALEZA,merged_all,1
GOVT MED COLL THRISSUR,merged_all,7
CAMBRIDGE BIOMED CAMPUS,merged_all,1
EUROPEAN ASSOC UROL,merged_all,1
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER AMARILLO,merged_all,1
ULSS 1 DOLOMITI,merged_all,1
JIAMUSI UNIVERSITY,merged_all,1
UNIV DEV,merged_all,7
ICIN NETHERLANDS HEART INST,merged_all,1
YAMAGATA PREFECTURAL CENTRAL HOSPITAL,merged_all,1
FORTH VALLEY ROYAL HOSP,merged_all,1
EUROPEAN MED AGCY,merged_all,1
HOSP UNIV NUESTRA SENORA CANDELARIA,merged_all,1
UC DAVIS HLTH,merged_all,1
SAPPORO CITY GENERAL HOSPITAL,merged_all,1
QUADRAM INSTITUTE,merged_all,1
DELOS LIVING,merged_all,3
ITALIAN GRP EPIDEMIOL RES DERMATOL GISED STUDY CT,merged_all,3
KERALA UNIV HLTH SCINCES,merged_all,3
MED MALARIA VENTURE,merged_all,1
IPS RODRIGO BOTERO SAS,merged_all,1
ASSOCIATION OF AMERICAN MEDICAL COLLEGES,merged_all,1
DEFENCE RESEARCH & DEVELOPMENT ORGANISATION (DRDO),merged_all,1
HIGHLANDS ONCOLOGY GROUP,merged_all,1
HOSP UNIV GRAN CANARIA DR NEGRIN,merged_all,1
FLOATING HOSPITAL FOR CHILDREN,merged_all,1
CLIN RES INVEST & SYST MODELING ACUTE ILLNESS CRI,merged_all,1
SOUTH CHINA AGRICULTURAL UNIVERSITY,merged_all,1
ST JOHN OF GOD MURDOCH HOSPITAL,merged_all,1
INSIGHT,merged_all,7
WHO WESTERN PACIFIC REGIONAL OFFICE,merged_all,1
DENVER VET ADM HOSP,merged_all,7
MAGYAR HONVEDSEG EGESZSEGUGYI KOZPONT,merged_all,1
LINYI CANC HOSP,merged_all,1
BABCOCK UNIV,merged_all,1
ANGIOGENESIS FDN,merged_all,1
LAURENTIAN UNIVERSITY,merged_all,1
NATIONAL DATA BANK FOR RHEUMATIC DISEASES,merged_all,1
HOSP SAO RAFAEL,merged_all,1
ARIZONA CENTER CANCER CARE,merged_all,1
UNIV HOSP BIRMINGHAM NHS TRUST,merged_all,1
AZIENDA OSPED UNIV,merged_all,1
IST CLIN SCI MAUGERI IRCCS,merged_all,1
ASSMANN STIFTUNG PRAVENT,merged_all,7
NORTHWELL HLTH CANC INST,merged_all,1
ANKARA TRAINING & RESEARCH HOSPITAL,merged_all,1
CANADIAN HEART RESEARCH CENTRE,merged_all,1
INSTITUTO DE MEDICINA INTEGRAL PROFESSOR FERNANDO FIGUEIRA (IMIP),merged_all,1
HEALTH SCIENCES UNIVERSITY OF HOKKAIDO,merged_all,1
INST NACL PEDIAT,merged_all,1
INTERNATIONAL BREAST CANCER STUDY GROUP,merged_all,1
UNIVERSIDADE DE CAXIAS DO SUL,merged_all,1
ARMED FORCES HOSP,merged_all,1
VOESTALPINE AG,merged_all,1
SRI INTERNATIONAL,merged_all,1
NORD TRONDELAG HOSP TRUST,merged_all,1
BAYCREST,merged_all,1
ERLANGER MED CTR,merged_all,1
"NATIONAL INSTITUTE OF GERIATRICS, RHEUMATOLOGY & REHABILITATION",merged_all,1
NEW ENGLAND CANC SPECIALISTS,merged_all,1
LIVERPOOL WOMENS NHS FDN TRUST,merged_all,1
NEW JERSEY DEPARTMENT OF HEALTH & SENIOR SERVICES,merged_all,1
MEDITERRANEAN CLINIC,merged_all,1
CHINESE ACADEMY OF SCIENCES,merged_all,0
TSINGHUA UNIVERSITY,merged_all,5
UNIVERSITY OF CALIFORNIA SYSTEM,merged_all,5
UNIVERSITY OF ELECTRONIC SCIENCE & TECHNOLOGY OF CHINA,merged_all,5
SOUTHEAST UNIVERSITY - CHINA,merged_all,5
XIDIAN UNIVERSITY,merged_all,5
NANYANG TECHNOLOGICAL UNIVERSITY,merged_all,5
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),merged_all,5
UNIVERSITY OF LONDON,merged_all,5
SWISS FEDERAL INSTITUTES OF TECHNOLOGY DOMAIN,merged_all,5
INDIAN INSTITUTE OF TECHNOLOGY SYSTEM (IIT SYSTEM),merged_all,5
ALPHABET INC.,merged_all,1
ZHEJIANG UNIVERSITY,merged_all,5
BEIJING UNIVERSITY OF POSTS & TELECOMMUNICATIONS,merged_all,5
HUAZHONG UNIVERSITY OF SCIENCE & TECHNOLOGY,merged_all,5
SHANGHAI JIAO TONG UNIVERSITY,merged_all,5
UNIVERSITY OF TEXAS SYSTEM,merged_all,5
NATIONAL UNIVERSITY OF SINGAPORE,merged_all,5
NATIONAL INSTITUTE OF TECHNOLOGY (NIT SYSTEM),merged_all,5
GOOGLE INCORPORATED,merged_all,1
ETH ZURICH,merged_all,1
HARBIN INSTITUTE OF TECHNOLOGY,merged_all,5
WUHAN UNIVERSITY,merged_all,5
BEIHANG UNIVERSITY,merged_all,5
UNIVERSITY OF TECHNOLOGY SYDNEY,merged_all,5
CITY UNIVERSITY OF HONG KONG,merged_all,5
UNIVERSITY OF WISCONSIN SYSTEM,merged_all,1
UNIVERSITY SYSTEM OF GEORGIA,merged_all,5
EGYPTIAN KNOWLEDGE BANK (EKB),merged_all,5
DALIAN UNIVERSITY OF TECHNOLOGY,merged_all,5
UNIVERSITY OF WISCONSIN MADISON,merged_all,1
CENTRAL SOUTH UNIVERSITY,merged_all,5
KING ABDULAZIZ UNIVERSITY,merged_all,5
STATE UNIVERSITY SYSTEM OF FLORIDA,merged_all,5
"UNIVERSITY OF CHINESE ACADEMY OF SCIENCES, CAS",merged_all,5
UNIVERSITY OF NEW SOUTH WALES SYDNEY,merged_all,5
SOUTH CHINA UNIVERSITY OF TECHNOLOGY,merged_all,5
ISLAMIC AZAD UNIVERSITY,merged_all,5
SHENZHEN UNIVERSITY,merged_all,5
BEIJING INSTITUTE OF TECHNOLOGY,merged_all,5
HONG KONG POLYTECHNIC UNIVERSITY,merged_all,5
NORTHWESTERN POLYTECHNICAL UNIVERSITY,merged_all,5
SUN YAT SEN UNIVERSITY,merged_all,5
MCMASTER UNIVERSITY,merged_all,1
"UNIVERSITY OF SCIENCE & TECHNOLOGY OF CHINA, CAS",merged_all,5
NORTHEASTERN UNIVERSITY - CHINA,merged_all,5
TIANJIN UNIVERSITY,merged_all,5
PENNSYLVANIA COMMONWEALTH SYSTEM OF HIGHER EDUCATION (PCSHE),merged_all,1
SICHUAN UNIVERSITY,merged_all,5
XI'AN JIAOTONG UNIVERSITY,merged_all,5
UNIV BRETAGNE LOIRE,merged_all,5
NANJING UNIVERSITY OF INFORMATION SCIENCE & TECHNOLOGY,merged_all,1
HUNAN UNIVERSITY,merged_all,5
UNIVERSITY OF BRITISH COLUMBIA,merged_all,1
IMPERIAL COLLEGE LONDON,merged_all,1
TONGJI UNIVERSITY,merged_all,5
PEKING UNIVERSITY,merged_all,5
UNIVERSITY OF SYDNEY,merged_all,1
NANJING UNIVERSITY OF POSTS & TELECOMMUNICATIONS,merged_all,5
NATIONAL UNIVERSITY OF DEFENSE TECHNOLOGY - CHINA,merged_all,5
UNIVERSITE PARIS SACLAY,merged_all,1
HONG KONG UNIVERSITY OF SCIENCE & TECHNOLOGY,merged_all,1
HUAWEI TECHNOLOGIES,merged_all,1
NANJING UNIVERSITY OF SCIENCE & TECHNOLOGY,merged_all,1
UNITED STATES DEPARTMENT OF ENERGY (DOE),merged_all,1
UNIVERSITY OF MACAU,merged_all,1
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),merged_all,1
BEIJING JIAOTONG UNIVERSITY,merged_all,1
NANJING UNIVERSITY OF AERONAUTICS & ASTRONAUTICS,merged_all,1
KING SAUD UNIVERSITY,merged_all,1
UNIVERSITY OF CALIFORNIA BERKELEY,merged_all,1
UNIVERSITY COLLEGE LONDON,merged_all,1
"INSTITUTE OF AUTOMATION, CAS",merged_all,1
STATE UNIVERSITY OF NEW YORK (SUNY) SYSTEM,merged_all,1
PRINCETON UNIVERSITY,merged_all,1
CHONGQING UNIVERSITY,merged_all,1
STANFORD UNIVERSITY,merged_all,1
MONASH UNIVERSITY,merged_all,1
OPENAI,merged_all,3
UNIVERSITY OF WATERLOO,merged_all,1
GUANGDONG UNIVERSITY OF TECHNOLOGY,merged_all,1
UNIVERSITY OF TORONTO,merged_all,1
UNIVERSITY SYSTEM OF OHIO,merged_all,1
UNIVERSITY OF OXFORD,merged_all,1
UNIVERSITY OF GRANADA,merged_all,1
NANJING UNIVERSITY,merged_all,1
CHINESE UNIVERSITY OF HONG KONG,merged_all,1
GRIFFITH UNIVERSITY,merged_all,1
UNIVERSITY OF CAMBRIDGE,merged_all,1
SHANDONG UNIVERSITY,merged_all,1
GEORGIA INSTITUTE OF TECHNOLOGY,merged_all,1
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,merged_all,1
DEAKIN UNIVERSITY,merged_all,1
CARNEGIE MELLON UNIVERSITY,merged_all,1
UNIVERSITY OF ILLINOIS SYSTEM,merged_all,1
HEFEI UNIVERSITY OF TECHNOLOGY,merged_all,1
SOUTHWEST JIAOTONG UNIVERSITY,merged_all,1
PENG CHENG LABORATORY,merged_all,1
CHINA UNIVERSITY OF GEOSCIENCES,merged_all,1
QUEEN MARY UNIVERSITY LONDON,merged_all,1
XIAMEN UNIVERSITY,merged_all,1
SINGAPORE UNIVERSITY OF TECHNOLOGY & DESIGN,merged_all,1
THAPAR INSTITUTE OF ENGINEERING & TECHNOLOGY,merged_all,1
UNIVERSITY OF HONG KONG,merged_all,1
UNIVERSITY OF MANCHESTER,merged_all,1
AALTO UNIVERSITY,merged_all,1
UNIVERSITY OF SCIENCE & TECHNOLOGY BEIJING,merged_all,1
CONSIGLIO NAZIONALE DELLE RICERCHE (CNR),merged_all,1
UNIVERSITY OF SURREY,merged_all,1
CHONGQING UNIVERSITY OF POSTS & TELECOMMUNICATIONS,merged_all,1
SHANGHAI UNIVERSITY,merged_all,1
COMMONWEALTH SCIENTIFIC & INDUSTRIAL RESEARCH ORGANISATION (CSIRO),merged_all,1
VELLORE INSTITUTE OF TECHNOLOGY (VIT),merged_all,1
MICROSOFT,merged_all,1
TECHNICAL UNIVERSITY OF MUNICH,merged_all,1
UNIVERSITE DE MONTREAL,merged_all,1
SWINBURNE UNIVERSITY OF TECHNOLOGY,merged_all,1
UNIVERSITI MALAYA,merged_all,1
COMSATS UNIVERSITY ISLAMABAD (CUI),merged_all,1
MINIST EDUC,merged_all,1
UNIVERSITY OF SOUTHAMPTON,merged_all,1
QATAR FOUNDATION (QF),merged_all,1
UNIVERSITY OF ALBERTA,merged_all,1
INRIA,merged_all,1
PURDUE UNIVERSITY SYSTEM,merged_all,1
UNIVERSITY OF MELBOURNE,merged_all,1
UNIVERSITY OF OULU,merged_all,1
COLUMBIA UNIVERSITY,merged_all,1
UNIVERSITY OF TEHRAN,merged_all,1
GUANGZHOU UNIVERSITY,merged_all,1
CHINA UNIVERSITY OF MINING & TECHNOLOGY,merged_all,1
PURDUE UNIVERSITY,merged_all,1
INSTITUT POLYTECHNIQUE DE PARIS,merged_all,1
KYUNG HEE UNIVERSITY,merged_all,1
TECHNICAL UNIVERSITY OF DENMARK,merged_all,1
HOHAI UNIVERSITY,merged_all,1
SEJONG UNIVERSITY,merged_all,1
FUDAN UNIVERSITY,merged_all,1
BEIJING UNIVERSITY OF TECHNOLOGY,merged_all,1
HARVARD UNIVERSITY,merged_all,1
UNIVERSITY OF TEXAS AUSTIN,merged_all,1
DALIAN MARITIME UNIVERSITY,merged_all,1
IMT - INSTITUT MINES-TELECOM,merged_all,1
UNIVERSITY SYSTEM OF MARYLAND,merged_all,1
ANHUI UNIVERSITY,merged_all,1
UNIVERSITY OF CALIFORNIA IRVINE,merged_all,1
VIT VELLORE,merged_all,1
UNIVERSITY OF SOUTHERN CALIFORNIA,merged_all,1
UNIVERSITY OF BIRMINGHAM,merged_all,1
KOREA UNIVERSITY,merged_all,1
HANGZHOU DIANZI UNIVERSITY,merged_all,1
QATAR UNIVERSITY,merged_all,1
UNIVERSITY OF HOUSTON,merged_all,1
UNIVERSITY OF HOUSTON SYSTEM,merged_all,1
UNIVERSITY OF CALIFORNIA SAN DIEGO,merged_all,1
KING ABDULLAH UNIVERSITY OF SCIENCE & TECHNOLOGY,merged_all,1
SOUTHERN UNIVERSITY OF SCIENCE & TECHNOLOGY,merged_all,1
MICHIGAN STATE UNIVERSITY,merged_all,1
TEMPLE UNIVERSITY,merged_all,1
YONSEI UNIVERSITY,merged_all,1
UNIVERSITY OF ADELAIDE,merged_all,1
NEW YORK UNIVERSITY,merged_all,1
HELMHOLTZ ASSOCIATION,merged_all,1
UNIVERSITY OF NORTH CAROLINA,merged_all,1
UNIVERSITY OF QUEBEC,merged_all,1
"SHENZHEN INSTITUTE OF ADVANCED TECHNOLOGY, CAS",merged_all,1
UNIVERSITY OF TEXAS AT SAN ANTONIO (UTSA),merged_all,1
CARLETON UNIVERSITY,merged_all,1
AGENCY FOR SCIENCE TECHNOLOGY & RESEARCH (A*STAR),merged_all,1
DELFT UNIVERSITY OF TECHNOLOGY,merged_all,1
LANCASTER UNIVERSITY,merged_all,1
UNIVERSITY OF FLORIDA,merged_all,1
QINGDAO UNIVERSITY,merged_all,1
SOUTHWEST UNIVERSITY - CHINA,merged_all,1
FUZHOU UNIVERSITY,merged_all,1
KU LEUVEN,merged_all,1
LINKOPING UNIVERSITY,merged_all,1
TEXAS A&M UNIVERSITY SYSTEM,merged_all,1
UNIVERSITY OF MISSOURI SYSTEM,merged_all,1
POLYTECHNIC UNIVERSITY OF MILAN,merged_all,1
BRUNEL UNIVERSITY,merged_all,1
ROYAL MELBOURNE INSTITUTE OF TECHNOLOGY (RMIT),merged_all,1
CONCORDIA UNIVERSITY - CANADA,merged_all,1
ROYAL INSTITUTE OF TECHNOLOGY,merged_all,1
KING'S COLLEGE LONDON,merged_all,1
UNIVERSITY OF WASHINGTON,merged_all,1
UNIVERSITY OF EDINBURGH,merged_all,1
SUNGKYUNKWAN UNIVERSITY (SKKU),merged_all,1
WENZHOU UNIVERSITY,merged_all,1
UNIVERSITAT POLITECNICA DE CATALUNYA,merged_all,1
"INSTITUTE OF INFORMATION ENGINEERING, CAS",merged_all,1
UNIVERSITY OF MICHIGAN SYSTEM,merged_all,1
ARIZONA STATE UNIVERSITY,merged_all,1
UNIVERSITY OF PADUA,merged_all,1
UNIVERSITY OF ERLANGEN NUREMBERG,merged_all,1
UNIVERSITY OF WASHINGTON SEATTLE,merged_all,1
JILIN UNIVERSITY,merged_all,1
UNIVERSITY OF MICHIGAN,merged_all,1
UNIVERSITI TEKNOLOGI MALAYSIA,merged_all,1
UNIVERSITY OF BRISTOL,merged_all,1
ZHEJIANG UNIVERSITY OF TECHNOLOGY,merged_all,1
AUSTRALIAN NATIONAL UNIVERSITY,merged_all,1
UNIVERSITY OF OSLO,merged_all,1
UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN,merged_all,1
DUY TAN UNIVERSITY,merged_all,1
TON DUC THANG UNIVERSITY,merged_all,1
EAST CHINA NORMAL UNIVERSITY,merged_all,1
UNIVERSITY OF WARWICK,merged_all,1
KOREA ADVANCED INSTITUTE OF SCIENCE & TECHNOLOGY (KAIST),merged_all,1
NEW JERSEY INSTITUTE OF TECHNOLOGY,merged_all,1
UNIVERSITY OF MARYLAND COLLEGE PARK,merged_all,1
ARIZONA STATE UNIVERSITY-TEMPE,merged_all,1
HARBIN ENGINEERING UNIVERSITY,merged_all,1
AMIRKABIR UNIVERSITY OF TECHNOLOGY,merged_all,1
SHANDONG UNIVERSITY OF SCIENCE & TECHNOLOGY,merged_all,1
NOKIA CORPORATION,merged_all,1
ZHENGZHOU UNIVERSITY,merged_all,1
CSIRO DATA61,merged_all,1
WUHAN UNIVERSITY OF TECHNOLOGY,merged_all,1
SHANDONG NORMAL UNIVERSITY,merged_all,1
INTERNATIONAL BUSINESS MACHINES (IBM),merged_all,1
GHENT UNIVERSITY,merged_all,1
UNIVERSITY OF LUXEMBOURG,merged_all,1
MAX PLANCK SOCIETY,merged_all,1
ASIA UNIVERSITY TAIWAN,merged_all,1
TOHOKU UNIVERSITY,merged_all,1
NANKAI UNIVERSITY,merged_all,1
PENNSYLVANIA STATE UNIVERSITY,merged_all,1
MACAU UNIVERSITY OF SCIENCE & TECHNOLOGY,merged_all,1
UNIVERSITY OF CALIFORNIA DAVIS,merged_all,1
SORBONNE UNIVERSITE,merged_all,1
QUEENS UNIVERSITY BELFAST,merged_all,1
INDIAN INSTITUTE OF TECHNOLOGY (IIT) - KHARAGPUR,merged_all,1
ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,merged_all,1
NATIONAL TAIWAN UNIVERSITY OF SCIENCE & TECHNOLOGY,merged_all,1
JINAN UNIVERSITY,merged_all,1
UNIVERSITY OF MINNESOTA SYSTEM,merged_all,1
EAST CHINA UNIVERSITY OF SCIENCE & TECHNOLOGY,merged_all,1
"INSTITUTE OF COMPUTING TECHNOLOGY, CAS",merged_all,1
CHINA UNIVERSITY OF PETROLEUM,merged_all,1
LOS ALAMOS NATIONAL LABORATORY,merged_all,1
GUILIN UNIVERSITY OF ELECTRONIC TECHNOLOGY,merged_all,1
UNIVERSITY OF MINNESOTA TWIN CITIES,merged_all,1
UNIVERSITY OF WOLLONGONG,merged_all,1
NORWEGIAN UNIVERSITY OF SCIENCE & TECHNOLOGY (NTNU),merged_all,1
PENNSYLVANIA STATE UNIVERSITY - UNIVERSITY PARK,merged_all,1
UNIVERSIDADE DE SAO PAULO,merged_all,1
UNIVERSITY OF PISA,merged_all,1
YANGZHOU UNIVERSITY,merged_all,1
"THE CHINESE UNIVERSITY OF HONG KONG, SHENZHEN",merged_all,1
TEXAS A&M UNIVERSITY QATAR,merged_all,1
ARMY ENGINEERING UNIVERSITY OF PLA,merged_all,1
DE MONTFORT UNIVERSITY,merged_all,1
NGEE ANN POLYTECH,merged_all,1
TEXAS A&M UNIVERSITY COLLEGE STATION,merged_all,1
SEOUL NATIONAL UNIVERSITY (SNU),merged_all,1
CHANGSHA UNIVERSITY OF SCIENCE & TECHNOLOGY,merged_all,1
UNIVERSITY OF JYVASKYLA,merged_all,1
WESTERN UNIVERSITY (UNIVERSITY OF WESTERN ONTARIO),merged_all,1
UNIVERSITY OF GEORGIA,merged_all,1
CARDIFF UNIVERSITY,merged_all,1
UNIVERSITY OF ILLINOIS CHICAGO,merged_all,1
IBM USA,merged_all,1
A*STAR - INSTITUTE FOR INFOCOMM RESEARCH (I2R),merged_all,1
UNIVERSITY OF ILLINOIS CHICAGO HOSPITAL,merged_all,1
VANDERBILT UNIVERSITY,merged_all,1
UNIVERSITY OF TEXAS DALLAS,merged_all,1
UNIVERSITA DELLA SVIZZERA ITALIANA,merged_all,1
MACQUARIE UNIVERSITY,merged_all,1
UNIVERSITY OF QUEENSLAND,merged_all,1
SINGAPORE MANAGEMENT UNIVERSITY,merged_all,1
DEEPMIND,merged_all,1
CHINA AGRICULTURAL UNIVERSITY,merged_all,1
EINDHOVEN UNIVERSITY OF TECHNOLOGY,merged_all,1
SHARIF UNIVERSITY OF TECHNOLOGY,merged_all,1
OHIO STATE UNIVERSITY,merged_all,1
AALBORG UNIVERSITY,merged_all,1
CORNELL UNIVERSITY,merged_all,1
TECHNISCHE UNIVERSITAT WIEN,merged_all,1
UNIVERSITY OF MASSACHUSETTS SYSTEM,merged_all,1
UNIVERSITY OF PENNSYLVANIA,merged_all,1
UNIVERSITY OF BOLOGNA,merged_all,1
UNIVERSITY OF JORDAN,merged_all,1
TECHNICAL UNIVERSITY OF BERLIN,merged_all,1
UNIVERSITY OF SHEFFIELD,merged_all,1
NORTHUMBRIA UNIVERSITY,merged_all,1
RUTGERS UNIVERSITY SYSTEM,merged_all,1
UNIVERSITY OF BASQUE COUNTRY,merged_all,1
FUJIAN NORMAL UNIVERSITY,merged_all,1
RUTGERS UNIVERSITY NEW BRUNSWICK,merged_all,1
UNIVERSITY OF OTTAWA,merged_all,1
UNIVERSITY OF EXETER,merged_all,1
UNIVERSITAT POLITECNICA DE VALENCIA,merged_all,1
QUFU NORMAL UNIVERSITY,merged_all,1
CALIFORNIA STATE UNIVERSITY SYSTEM,merged_all,1
ARISTOTLE UNIVERSITY OF THESSALONIKI,merged_all,1
DONGHUA UNIVERSITY,merged_all,1
RWTH AACHEN UNIVERSITY,merged_all,1
POLISH ACADEMY OF SCIENCES,merged_all,1
LIAONING UNIVERSITY OF TECHNOLOGY,merged_all,1
QUEENSLAND UNIVERSITY OF TECHNOLOGY (QUT),merged_all,1
SAPIENZA UNIVERSITY ROME,merged_all,1
UNIVERSIDAD POLITECNICA DE MADRID,merged_all,1
UNIVERSITY OF CALIFORNIA LOS ANGELES,merged_all,1
BOHAI UNIVERSITY,merged_all,1
DUKE UNIVERSITY,merged_all,1
UNIVERSITY OF COLORADO SYSTEM,merged_all,1
UTAH SYSTEM OF HIGHER EDUCATION,merged_all,1
INTEL CORPORATION,merged_all,1
UNIVERSITY OF AUCKLAND,merged_all,1
UNIVERSITE DE TOULOUSE,merged_all,1
ANNA UNIVERSITY,merged_all,1
UNIVERSITY OF NAPLES FEDERICO II,merged_all,1
JOHNS HOPKINS UNIVERSITY,merged_all,1
UNIVERSITY OF NEWCASTLE,merged_all,1
UNIVERSITY OF LIVERPOOL,merged_all,1
ECOLE DE TECHNOLOGIE SUPERIEURE - CANADA,merged_all,1
SOOCHOW UNIVERSITY - CHINA,merged_all,1
ZAGAZIG UNIVERSITY,merged_all,1
ERICSSON,merged_all,1
KHALIFA UNIVERSITY OF SCIENCE & TECHNOLOGY,merged_all,1
SINGAPORE UNIVERSITY OF SOCIAL SCIENCES (SUSS),merged_all,1
CNRS - INSTITUTE FOR INFORMATION SCIENCES & TECHNOLOGIES (INS2I),merged_all,1
UNIV LYON COMUE,merged_all,1
NATIONAL UNIVERSITY OF SCIENCES & TECHNOLOGY - PAKISTAN,merged_all,1
NORTH CAROLINA STATE UNIVERSITY,merged_all,1
SHAANXI NORMAL UNIVERSITY,merged_all,1
JIANGNAN UNIVERSITY,merged_all,1
UNIVERSITY OF LEICESTER,merged_all,1
UNIVERSIDADE DE LISBOA,merged_all,1
NORTHEASTERN UNIVERSITY,merged_all,1
MCGILL UNIVERSITY,merged_all,1
NATIONAL YANG MING CHIAO TUNG UNIVERSITY,merged_all,1
PRES EUROPEAN UNIV BRETAGNE,merged_all,1
KING FAHD UNIVERSITY OF PETROLEUM & MINERALS,merged_all,1
UNIVERSITY OF SHANGHAI FOR SCIENCE & TECHNOLOGY,merged_all,1
UNIVERSITY OF GLASGOW,merged_all,1
HAMAD BIN KHALIFA UNIVERSITY-QATAR,merged_all,1
VICTORIA UNIVERSITY WELLINGTON,merged_all,1
STELLENBOSCH UNIVERSITY,merged_all,1
RADBOUD UNIVERSITY NIJMEGEN,merged_all,1
UNIVERSITY OF ESSEX,merged_all,1
UNIVERSITY OF PITTSBURGH,merged_all,1
CHALMERS UNIVERSITY OF TECHNOLOGY,merged_all,1
SHANGHAI MARITIME UNIVERSITY,merged_all,1
HUAQIAO UNIVERSITY,merged_all,1
"UNIVERSITY AT BUFFALO, SUNY",merged_all,1
UNIVERSITY OF TOKYO,merged_all,1
UNIVERSITE DE RENNES,merged_all,1
INDIAN INSTITUTE OF TECHNOLOGY (INDIAN SCHOOL OF MINES) DHANBAD,merged_all,1
UNIVERSITY OF MUNICH,merged_all,1
JIANGSU UNIVERSITY,merged_all,1
IRAN UNIVERSITY SCIENCE & TECHNOLOGY,merged_all,1
POLYTECHNIC UNIVERSITY OF TURIN,merged_all,1
NORTHWESTERN UNIVERSITY,merged_all,1
UNIVERSIDAD DE JAEN,merged_all,1
UNIVERSITY OF QUEBEC MONTREAL,merged_all,1
UNIVERSITY OF AMSTERDAM,merged_all,1
TALLINN UNIVERSITY OF TECHNOLOGY,merged_all,1
LOUGHBOROUGH UNIVERSITY,merged_all,1
TAMPERE UNIVERSITY,merged_all,1
ISTANBUL TECHNICAL UNIVERSITY,merged_all,1
BEN-GURION UNIVERSITY OF THE NEGEV,merged_all,1
BEIJING NORMAL UNIVERSITY,merged_all,1
MEMORIAL UNIVERSITY NEWFOUNDLAND,merged_all,1
STONY BROOK UNIVERSITY,merged_all,1
QILU UNIVERSITY OF TECHNOLOGY,merged_all,1
CAIRO UNIVERSITY,merged_all,1
LA TROBE UNIVERSITY,merged_all,1
UNIVERSITY OF OSAKA,merged_all,1
UNIVERSITE PSL,merged_all,1
YANSHAN UNIVERSITY,merged_all,1
PURPLE MOUNTAIN LABORATORIES,merged_all,1
MANCHESTER METROPOLITAN UNIVERSITY,merged_all,1
UNIVERSITY OF CALABRIA,merged_all,1
VICTORIA UNIVERSITY,merged_all,1
NORTH CHINA ELECTRIC POWER UNIVERSITY,merged_all,1
UNIVERSITY OF VICTORIA,merged_all,1
INTERUNIVERSITY MICROELECTRONICS CENTRE,merged_all,1
HARVARD UNIVERSITY MEDICAL AFFILIATES,merged_all,1
UNIVERSITY OF KENTUCKY,merged_all,1
INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (INSERM),merged_all,1
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,merged_all,1
GRIFFITH COLL,merged_all,7
UNIVERSITY COLLEGE DUBLIN,merged_all,1
SIMON FRASER UNIVERSITY,merged_all,1
HANYANG UNIVERSITY,merged_all,1
MICROSOFT CHINA,merged_all,1
SAMSUNG,merged_all,1
LULEA UNIVERSITY OF TECHNOLOGY,merged_all,1
OCEAN UNIVERSITY OF CHINA,merged_all,1
TECHNICAL UNIVERSITY OF DARMSTADT,merged_all,1
COMMUNAUTE UNIVERSITE GRENOBLE ALPES,merged_all,1
HONG KONG BAPTIST UNIVERSITY,merged_all,1
US DEPT HLTH HUMAN SERVICES,merged_all,1
CNRS - INSTITUTE FOR ENGINEERING & SYSTEMS SCIENCES (INSIS),merged_all,1
UNIVERSITY OF SEVILLA,merged_all,1
YEUNGNAM UNIVERSITY,merged_all,1
NANCHANG UNIVERSITY,merged_all,1
CHINA MEDICAL UNIVERSITY TAIWAN,merged_all,1
XI'AN UNIVERSITY OF POSTS & TELECOMMUNICATIONS,merged_all,1
NATIONAL CHENG KUNG UNIVERSITY,merged_all,1
POLYTECHNIQUE MONTREAL,merged_all,1
FLORIDA ATLANTIC UNIVERSITY,merged_all,1
STEVENS INSTITUTE OF TECHNOLOGY,merged_all,1
UNIVERSIDADE DO PORTO,merged_all,1
UNIVERSITE GRENOBLE ALPES (UGA),merged_all,1
UNIVERSITY OF SALERNO,merged_all,1
LANZHOU UNIVERSITY,merged_all,1
TECHNION ISRAEL INSTITUTE OF TECHNOLOGY,merged_all,1
NANTONG UNIVERSITY,merged_all,1
NATIONAL INSTITUTE OF TECHNOLOGY KURUKSHETRA,merged_all,1
LEIBNIZ UNIVERSITY HANNOVER,merged_all,1
UNIVERSITY OF ARIZONA,merged_all,1
